id,t_key,t_mode,t_dur,t_dance,t_energy,t_speech,t_acous,t_ins,t_live,t_val,t_tempo,popularity,ClasePopularidad
116295,3.873488880460096,1.0,102.07743382262233,1.1360051413715428,0.6520678855900447,0.0388060033697057,0.2452965436400272,4.4499243503009465e-06,0.061370530210634,0.3138699928417606,20.325737358351784,56.0,3
101223,1.5954046671017168,1.0,163.22245243045853,1.5596663441426155,1.375891700969479,0.0906030822546541,0.0009985074216367,0.1444739999662646,0.0798991165790556,0.237951829137774,32.519311981633095,22.0,2
47928,4.359420279727952,1.0,113.53185287197408,1.593801330922556,1.5041555271287883,0.0527634867696941,0.0306231862148992,0.0055587382547899,0.0701917995518499,0.7761684083032372,26.36946702227457,22.0,2
88722,3.873488880460096,1.0,96.79206095675389,1.2892590495900826,1.5953196693962126,0.0487139308420388,0.1511740477018857,0.0,0.0348780612073236,0.8626292624718457,32.618254363444265,50.0,3
111363,4.359420279727952,0.0,102.64081710668944,1.814995089313839,1.0315616104748004,0.0367107617281378,0.0150526707631038,1.6099900975332843e-06,0.0896169718014491,0.8381688053614872,25.15734722608591,35.0,2
45158,3.873488880460096,1.0,113.44961130255264,1.3857033743699478,1.224836140286072,0.0999827994132497,0.1404171697801204,0.0,0.0889292214611975,0.5897388344096739,24.551727659414635,55.0,3
102895,3.873488880460096,0.0,119.94144742208915,2.343214390910749,0.7197556293230039,0.0641716945939257,0.0635483609759796,1.86986641650071e-05,0.1347572014880784,0.7991725622072491,26.503949810543133,2.0,1
72466,0.872923795046736,1.0,101.22107472989428,1.4695941574011762,0.9633865604732804,0.1055855792556609,0.054177532011139,0.0,0.1274776608148665,0.6275089041868975,27.181211484600546,14.0,1
41272,3.873488880460096,0.0,105.0303078468312,1.89752135189642,0.8870481719091188,0.0442099681033476,0.1941059981153935,1.0099961030423567e-06,0.0778221813305228,0.3231583147981585,23.193476577002517,18.0,1
68114,2.81870192439919,0.0,138.4307821448957,1.0770677015296135,1.460800869304105,0.0375034979578606,0.0146703072555707,0.0,0.0963050373931361,0.7255949080509491,25.54577850703297,59.0,3
129571,0.872923795046736,1.0,132.3512809618005,0.4997366955494057,0.6200563553337668,0.0522387487554816,0.180714971781507,0.1265194262904836,0.128645412749902,0.1327710104365264,27.650646919623764,26.0,2
4573,5.270402895934253,0.0,74.35040221594754,1.0468602170294494,1.5351222119478976,0.0640867922571904,0.1105694860956652,0.1305619137481116,0.1218933195849368,0.470341237512751,25.998246364797573,60.0,3
148097,0.872923795046736,0.0,91.19472506964404,1.2054289960576283,0.8648633807671563,0.0830747727772989,0.1912034946595629,0.0,0.0756716082409248,0.4405205946894949,28.810586825804485,9.0,1
147326,2.234779091684268,1.0,43.001153359572506,1.0937363611747035,0.0485804833228451,0.0518156520465248,0.375466997075387,0.1486717239252868,0.0752323989281658,0.1182286239849882,24.54101998694769,24.0,2
112551,3.873488880460096,1.0,90.46776725643336,1.563060875323366,1.148924815473472,0.0317712196977652,0.0243745427712909,0.0014815549062467,0.0834609979772711,0.4196338607574651,26.50474184169237,54.0,3
140842,1.5954046671017168,0.0,85.3819741166015,0.787802634069226,0.729098628509576,0.0605689945798759,0.2524586145099518,0.0,0.0493931637045728,0.4332653199494439,21.751725093738838,6.0,1
130421,3.873488880460096,0.0,81.22928838585699,1.1189948897666122,0.4047791174136846,0.1077852022511304,0.2734702849627778,0.1272346062234334,0.1080787937152965,0.245505491619821,19.44562936977289,24.0,2
134530,3.873488880460096,0.0,130.5443723261941,0.894973455755926,1.208550416448057,0.0348276260045436,0.0049628827962022,0.1353564655945731,0.0871683763464934,0.5187756442984244,29.956085862078343,25.0,2
31255,0.0,0.0,84.84640586072798,1.5026003343861656,1.0840160182295049,0.0922046786415159,0.1760567793538113,0.0,0.0677679085823399,0.490127341111776,22.213852566955943,35.0,2
12785,3.873488880460096,1.0,130.4536812829797,0.6523964551813372,1.4330682921235658,0.0484343909052053,0.0079053554121657,0.1483774846369215,0.1076366842453108,0.3324287028011156,24.147929058210902,4.0,1
98392,5.270402895934253,1.0,109.03187961173911,1.84475620247546,1.257705099064472,0.057286480918111,0.0067707065549914,0.0003924106317827,0.1258988979651316,0.4296338243938331,27.02024520922472,33.0,2
45619,0.0,0.0,104.95234353986277,1.1189948897666122,0.6112701122260614,0.057286480918111,0.275303002311869,0.0,0.1097917500996655,0.3665759387808985,23.47953393079083,72.0,4
24257,2.81870192439919,1.0,105.19140788489644,1.593801330922556,0.7997003756155685,0.1160328349011435,0.2548947328680451,0.0,0.0778221813305228,0.5844482742465293,26.89889473935441,18.0,1
32293,4.359420279727952,1.0,158.40109414518753,1.3447892366328362,1.148924815473472,0.0324062608720835,0.0844790647096745,0.0,0.069665890418426,0.3573704717199589,25.55511651276316,65.0,4
44893,3.3619271977508447,0.0,107.36542645078036,1.9357467418808716,0.9633865604732804,0.0853906261142464,0.126584562369044,4.999904494889575e-06,0.0782433669671803,0.5419401255638323,28.56043272438139,34.0,2
125416,4.824000686513771,1.0,126.54025540456148,1.2113149601562354,1.1308513369073827,0.048936681680338,0.1050028610937633,0.0002228101442067,0.0701917995518499,0.4232724839940975,23.18567324963014,13.0,1
80210,4.359420279727952,1.0,124.93456103139164,1.3230403074748542,0.9570978852161512,0.067372798933234,0.1166931337200909,0.0,0.0868089513187191,0.2877658215537386,23.965091331593666,38.0,2
59442,6.117892928831929,0.0,100.97546420431752,1.0523187556135851,0.9259172992484817,0.0458041681230122,0.1529201254059554,0.0,0.0983337129873496,0.2483349018978232,30.03590934068197,40.0,2
95019,4.359420279727952,1.0,68.45252265313415,1.2231336726202555,0.93626223004251,0.1085284636761702,0.06703712078328,0.0,0.0951026662030869,0.5853303840742065,34.639783801148184,24.0,2
61320,2.234779091684268,0.0,135.78426094380677,1.1849505506472449,1.4939002107471904,0.0997124288993236,0.1658841956233759,0.0,0.0885818281377811,0.5773863402581226,27.51498423646293,44.0,3
111963,4.359420279727952,1.0,119.5741951854188,0.379809501859132,1.445642864483231,0.0506367856230802,0.139805119640775,0.1163717815652028,0.1190508326297583,0.3748461739260816,27.032620334740503,23.0,2
102747,1.5954046671017168,1.0,97.02864507026432,1.635322297431103,0.8628581206184712,0.0546151739280873,0.0412669897659321,0.0,0.0607750943259681,0.2793444188864179,21.56881367733482,2.0,1
133801,1.5954046671017168,0.0,108.63371316019077,2.270648237396543,0.4139711117068804,0.0618276989652236,0.1446584186846195,0.0,0.0782433669671803,0.5080505822351178,23.05042317983637,37.0,2
62832,3.873488880460096,1.0,101.10089299444546,1.928065764092387,0.8911068094754843,0.0308448085252637,0.2247560956944594,0.0,0.0782433669671803,0.6519686275075127,25.963590349097235,44.0,3
18334,1.5954046671017168,1.0,92.73082676515784,1.0441365530273317,1.2529852016303604,0.0830747727772989,0.0294381124495002,0.0,0.0991747509973217,0.3730095400104175,31.01522245543804,18.0,1
86115,0.872923795046736,0.0,122.66533931738742,0.2710396899408596,1.6351796831827423,0.0522387487554816,0.0368391777590111,0.0068165185221822,0.1144390678903321,0.2294389609433656,23.772780884497248,17.0,1
37484,3.873488880460096,1.0,93.33896314930048,1.3888789288233905,0.9321184334126422,0.1085284636761702,0.3248687733351292,0.0,0.0885818281377811,0.4793441631124205,20.243850503088492,58.0,3
33110,0.872923795046736,0.0,151.5385499558239,1.7346023120600809,0.7272262776524988,0.104523417980634,0.0279734133467764,0.0,0.0550226975475668,0.4405205946894949,27.296012760290715,24.0,2
41869,6.117892928831929,1.0,167.9262764962193,1.13316055416276,1.4006167860242422,0.0467311247345852,0.0341517760422906,0.0,0.0530686849616482,0.7048997520634385,29.76710751333469,35.0,2
101538,3.3619271977508447,1.0,95.41296710985864,0.0967085377864033,1.185456602628172,0.0596512242419811,0.0332507971284018,0.1447901756203137,0.1358373673407423,0.0139748435760533,20.85382036940624,51.0,3
144719,1.5954046671017168,1.0,115.45183903207602,1.4959659338530724,0.6646784571795217,0.0352351380093842,0.1098800831673712,0.1486914235453458,0.0629707282640049,0.0583642959684062,21.71489328135132,44.0,3
54363,0.872923795046736,1.0,80.20398682592315,1.2201731395132756,0.2923571692648311,0.0467311247345852,0.1964938211855431,0.1456708114358773,0.0798991165790556,0.1395404534685596,26.50223368782838,25.0,2
79139,0.872923795046736,0.0,123.8184621311544,2.077103603629612,0.8890765263984753,0.0994379488650013,0.0719945731492366,0.0,0.056299578002311,0.5250220325545847,26.634286408936475,35.0,2
147888,2.81870192439919,0.0,40.26293046007026,1.698757269387999,0.2661768628574565,0.0785155070785749,0.3317940177903035,0.1338427588405769,0.0720700874760062,0.5437179067418695,24.149756924245303,9.0,1
62786,3.873488880460096,1.0,115.20568061610066,1.532661226759913,1.3513725909920593,0.0494901532281709,0.1983841478635661,0.0,0.0838432842883972,0.5525981112890355,21.71776283709196,15.0,1
134972,0.0,1.0,116.21035590167986,0.5667208372492745,0.2143373674868874,0.0269534094435366,0.3453587542747359,0.0,0.0769709514732309,0.2971052741693927,29.08776991115396,30.0,2
158062,0.0,1.0,96.80257755813072,1.1133552989984767,0.4356650081024779,0.1093539987397023,0.1146679813352171,0.0077610300565758,0.0790769949450748,0.3110799737441455,28.475918797023013,18.0,1
48769,4.359420279727952,1.0,98.6195137351966,1.313779393613908,0.5077466257061825,0.0461533086282955,0.1367214376982985,0.0852566724663227,0.073444437586228,0.2999035103297946,21.96509968074929,20.0,1
124846,0.872923795046736,1.0,111.8029785578049,1.4208581649724286,1.0995302396656046,0.0962895785002794,0.2382034174387412,0.0,0.0977636742965829,0.4766449095661138,28.972021102397797,2.0,1
125077,4.359420279727952,1.0,34.92956857120608,1.1820405678953774,1.0186256893922574,0.0407167672820056,0.3381352494969032,0.1471419196674497,0.1161784309552873,0.3940899342910126,25.33321960961649,20.0,1
49567,0.872923795046736,1.0,110.8649099682479,0.7095829213622472,1.5533254571377446,0.1006411898209613,0.0745201607166073,0.1475855259215049,0.1224217896204977,0.461322770147165,32.42096715438921,2.0,1
38734,1.5954046671017168,1.0,104.56239768776882,0.8067838170617007,1.6271696146393295,0.054310569432701,0.0059466217986044,0.0,0.081509553347979,0.5720839688793614,29.40265412928647,35.0,2
56552,0.872923795046736,1.0,117.14727401687344,0.2220288301972527,0.0422829907070641,0.0419625983554875,0.37130700566282,0.1473665094286075,0.0756716082409248,0.0565902663617121,28.68557101826532,52.0,3
44855,2.234779091684268,1.0,89.8037569112743,1.338555201025666,0.8310347149247238,0.0313449926908786,0.3244483425283577,0.0,0.1036395596964055,0.8203964651635863,31.321505527423348,69.0,4
150341,4.824000686513771,0.0,107.27216200415168,0.8187599816799841,0.729098628509576,0.0299074816938414,0.2671982360325522,0.0,0.0842229511081395,0.3213020905324471,22.122543256770875,50.0,3
93949,1.5954046671017168,1.0,115.85168647468272,0.9279519897293446,0.4078361058712264,0.0284437968228268,0.2800839896815336,0.0009961907158109,0.0605028797407293,0.3370572240184057,24.20328598836386,31.0,2
32309,2.234779091684268,0.0,106.4374462969036,2.0174878286975386,0.882997246197953,0.1044225721665459,0.1505891105177097,0.0,0.0671234747233023,0.8102180588519682,29.80477384726358,11.0,1
35987,0.0,0.0,86.86301153073802,1.1675486338704657,1.420545549682991,0.0358423150988067,0.0123666370106842,0.0,0.1245321252542273,0.5525981112890355,30.997315625090835,13.0,1
28533,5.701060861471607,0.0,117.19844077300628,1.532661226759913,1.1671264680853235,0.0399585758572336,0.1007495960161399,2.0898331372340912e-05,0.0419474863980962,0.5588056688922406,22.462075786727954,47.0,3
12173,0.0,1.0,54.350256747263856,1.9357467418808716,1.0402249611304717,0.0593728027403066,0.1969680535185657,0.0031026718403115,0.0761077540768928,0.7974715008392304,25.009758718766975,40.0,2
65342,3.873488880460096,1.0,165.5524140315855,0.9202876017469688,0.9781284470444852,0.0320540950449924,0.2255752599331577,0.035267599177157,0.065765824499414,0.3426056156966485,25.33852789526266,28.0,2
34628,1.5954046671017168,1.0,155.78115916940243,1.586940561014816,1.4006167860242422,0.1072326573015402,0.0406509123876117,0.0,0.073444437586228,0.5791526678427404,30.51770962087351,54.0,3
51229,3.3619271977508447,0.0,102.61995895053542,0.755116866294833,1.3808202212133387,0.0922046786415159,0.2703660577561017,0.0244998304020213,0.0842229511081395,0.6362565578510048,33.97353821577809,37.0,2
81168,0.0,1.0,181.9609465427513,0.5526328582336586,0.7030562129490128,0.0261980339146677,0.0697662762652186,0.0,0.1402624753950625,0.1540104590216172,28.946173325596845,52.0,3
48870,5.701060861471607,0.0,166.4772405981171,1.2409790360109807,0.8850217453836101,0.0449822885513435,0.0745201607166073,0.0086984093638212,0.0662717061794415,0.4559041750093182,27.633970538525656,35.0,2
107396,3.3619271977508447,1.0,159.55208922109344,1.6110273795933785,1.288582650538607,0.080004802065222,0.1563734110939975,0.0,0.0803059185468466,0.7932167916851092,27.000045925652817,30.0,2
103908,2.81870192439919,0.0,91.19472506964404,1.789185585833376,0.7309728561567572,0.0715431972681228,0.1354769308886177,0.0656204395302812,0.0819052468856676,0.3092190535135266,25.0636823755237,7.0,1
25347,3.873488880460096,0.0,128.67834261880418,1.2201731395132756,1.2790452321863144,0.0782102410586615,0.0259483040911807,0.0068165185221822,0.0729895419941693,0.1674721516092181,26.543531671609102,30.0,2
30700,0.0,1.0,115.41081784694066,1.3447892366328362,1.2861952396200695,0.0601120803977293,0.0845549008948215,0.0,0.0554311916490433,0.5410510166898501,23.425754889306305,31.0,2
77260,0.872923795046736,0.0,99.88224368809328,1.2260981136938247,1.03805616547117,0.1133384302181017,0.2838582084562178,0.0005568124174426,0.0871683763464934,0.6780604729547725,24.450225327422853,45.0,3
121853,0.0,0.0,88.70793498349133,0.7163267310388866,0.8349858419672646,0.0553197792404688,0.2829958148815287,0.0,0.1099997908525575,0.3950044544103929,30.590062698725745,48.0,3
44861,0.872923795046736,0.0,116.07715433996654,1.1937037408317457,1.0642120665634267,0.0568011675169053,0.0330702889675393,0.009368940372122,0.0769709514732309,0.3166583825730216,23.190586662169483,37.0,2
26134,4.359420279727952,1.0,84.76602911775598,1.3857033743699478,1.0164765902676831,0.1069872832103297,0.3138925520714904,0.0,0.1021201911698371,0.7161185947953245,21.830079824745987,10.0,1
70926,6.117892928831929,0.0,87.39679557014428,1.1417057923154803,0.8035905104059599,0.0562132250777469,0.015529992453677,0.0,0.0596251759293362,0.2152151734547947,22.599836662960183,32.0,2
83999,3.873488880460096,1.0,90.642949838613,1.5495079674127066,1.2981526855390904,0.0245892706365046,0.1373413159554467,0.0002926723110075,0.081509553347979,0.4041404961216831,26.76720645623976,41.0,3
151217,0.0,1.0,87.11928606516571,0.3037732009201737,0.3880907013868155,0.0358423150988067,0.373021300410701,0.1485198549622119,0.063444110170506,0.264335429272044,33.31069294451511,21.0,2
47264,2.81870192439919,1.0,109.96184948181394,0.8429744814568473,1.2295073977449773,0.0359765804080901,0.0530802366487181,0.0,0.104132959900699,0.817005514313588,30.53365176401533,31.0,2
38683,0.0,1.0,116.77877887501928,0.7925271422579314,1.4305595995732223,0.0334533114345989,0.0,0.0,0.138374040822003,0.3194451475642919,26.897718559971423,69.0,4
106449,3.873488880460096,0.0,126.87925495317904,0.9851555438001128,1.5247664907417111,0.0442696927281986,0.0561927637917567,0.0001489152227755,0.0706663595416685,0.4050531875874435,20.484613901700037,28.0,2
97511,5.701060861471607,1.0,94.8963929021066,1.2142637860645362,0.6253501522484253,0.1177662227074154,0.0456318653343739,0.0,0.1251133740333617,0.6327591102779849,32.75138007741544,12.0,1
130011,5.270402895934253,0.0,109.34199511234428,1.5698625629767229,1.1511930062111049,0.0592796757847774,0.0162922481828979,7.707729584568512e-05,0.0691842226460432,0.4856370331868439,23.61725932755068,5.0,1
