id,t_key0,t_mode0,t_dur0,t_dance0,t_energy0,t_speech0,t_acous0,t_ins0,t_live0,t_val0,t_tempo0,popularity,ClasePopularidad
116295,3.873488880460096,1.0,102.07743382262233,1.1360051413715428,0.6520678855900447,0.03880600336970576,0.24529654364002723,4.4499243503009465e-06,0.061370530210634044,0.31386999284176065,20.325737358351784,56.0,3
101223,1.5954046671017168,1.0,163.22245243045853,1.5596663441426157,1.3758917009694793,0.09060308225465417,0.0009985074216367666,0.14447399996626462,0.07989911657905567,0.23795182913777405,32.519311981633095,22.0,2
47928,4.359420279727952,1.0,113.53185287197407,1.593801330922556,1.5041555271287885,0.05276348676969412,0.030623186214899293,0.005558738254789952,0.07019179955184995,0.7761684083032372,26.36946702227457,22.0,2
88722,3.873488880460096,1.0,96.79206095675387,1.2892590495900826,1.5953196693962126,0.04871393084203881,0.1511740477018857,0.0,0.03487806120732366,0.8626292624718457,32.618254363444265,50.0,3
111363,4.359420279727952,0.0,102.64081710668945,1.814995089313839,1.0315616104748004,0.03671076172813789,0.015052670763103827,1.6099900975332845e-06,0.08961697180144913,0.8381688053614872,25.15734722608591,35.0,2
45158,3.873488880460096,1.0,113.44961130255265,1.3857033743699478,1.224836140286072,0.09998279941324975,0.14041716978012045,0.0,0.08892922146119757,0.5897388344096739,24.551727659414635,55.0,3
102895,3.873488880460096,0.0,119.94144742208915,2.3432143909107492,0.7197556293230039,0.06417169459392577,0.06354836097597961,1.86986641650071e-05,0.13475720148807846,0.7991725622072491,26.503949810543133,2.0,1
72466,0.872923795046736,1.0,101.22107472989427,1.4695941574011762,0.9633865604732803,0.10558557925566092,0.054177532011139076,0.0,0.1274776608148665,0.6275089041868975,27.181211484600546,14.0,1
41272,3.873488880460096,0.0,105.03030784683119,1.8975213518964196,0.8870481719091188,0.044209968103347645,0.1941059981153935,1.0099961030423567e-06,0.07782218133052284,0.3231583147981585,23.193476577002514,18.0,1
68114,2.81870192439919,0.0,138.4307821448957,1.0770677015296135,1.460800869304105,0.037503497957860635,0.014670307255570792,0.0,0.09630503739313614,0.7255949080509491,25.545778507032974,59.0,3
129571,0.872923795046736,1.0,132.3512809618005,0.4997366955494057,0.6200563553337668,0.05223874875548161,0.18071497178150703,0.12651942629048368,0.128645412749902,0.13277101043652648,27.650646919623764,26.0,2
4573,5.270402895934253,0.0,74.35040221594754,1.0468602170294494,1.5351222119478976,0.06408679225719048,0.11056948609566525,0.1305619137481116,0.12189331958493682,0.470341237512751,25.998246364797573,60.0,3
